Illumina V2 ID,Affy 220K ID
ESTV_14342_96,AX-87419500
ESTV_14342_489,AX-87315303
ESTNV_26088_606,AX-87673719
ESTV_16585_88,AX-87224209
ESTNV_34554_1029,AX-87802346
GCR_cBin20899_Ctg1_195,AX-87840024
ESTNV_35820_1597,AX-87375676
BASS129_B7_H01_304,AX-87763665
GCR_cBin33065_Ctg1_159,AX-87476428
ESTNV_29571_302,AX-87012122
GCR_cBin3681_Ctg1_67,AX-87427478
GCR_cBin14294_Ctg1_253,AX-87470759
ESTNV_36924_232,AX-86947532
GCR_cBin41648_Ctg1_124,AX-87507377
ESTNV_36078_879,AX-87841204
BASS12_B7_B06_1050,AX-87263302
GCR_cBin48270_Ctg1_181,AX-87485567
ESTNV_34654_1292,AX-87819732
ESTNV_28135_402,AX-87129678
ESTNV_28135_544,AX-87156123
GCR_cBin12816_Ctg1_240,AX-87269073
ESTNV_33466_1224,AX-87371111
GCR_cBin24125_Ctg1_210,AX-87490937
ESTV_16023_542,AX-87496628
ESTNV_36226_557,AX-86932432
GCR_cBin31170_Ctg1_155,AX-86978274
GCR_hBin32056_Ctg1_111,AX-87061906
GCR_cBin37607_Ctg1_70,AX-87619529
GCR_cBin11714_Ctg1_79,AX-87421581
GCR_cBin2349_Ctg1_433,AX-87699385
ESTNV_33552_350,AX-87258581
BASS117_B7_F12_575,AX-87305879
GCR_cBin19427_Ctg1_61,AX-87755913
GCR_cBin4944_Ctg1_147,AX-87769761
GCR_cBin7811_Ctg1_451,AX-87533977
ESTV_16892_1114,AX-87849206
ESTNV_26758_619,AX-87308414
ESTNV_37028_1817,AX-87173642
ESTNV_37223_1507,AX-87396678
ESTV_16226_67,AX-87784535
GCR_cBin3397_Ctg1_186,AX-87413938
ESTV_20635_492,AX-87725886
GCR_hBin21648_Ctg1_137,AX-87096086
ESTNV_35192_126,AX-87853541
ESTNV_36431_2232,AX-87789007
ESTNV_32134_414,AX-87081983
ESTNV_35602_289,AX-86927420
ESTNV_35602_403,AX-86911333
GCR_cBin22009_Ctg1_122,AX-87860142
ESTV_13599_374,AX-87470054
ESTNV_24825_532,AX-87468154
ESTNV_36493_1415,AX-87080337
ESTNV_34458_739,AX-87327499
ESTV_21635_1842,AX-87219476
ESTNV_29568_184,AX-87509896
GCR_cBin8916_Ctg1_307,AX-87851689
GCR_cBin27124_Ctg1_83,AX-87739791
ESTNV_26637_285,AX-87746401
ESTNV_30499_655,AX-87872799
ESTV_16353_101,AX-87605406
BASS15_B7_A06_540,AX-87199124
GCR_cBin4671_Ctg1_63,AX-87190781
ESTNV_31840_477,AX-87514480
ESTV_21785_456,AX-87786769
ESTNV_35363_511,AX-87418731
ESTV_16960_296,AX-87410353
ESTV_17293_832,AX-87632671
ESTNV_35893_841,AX-87374561
ESTNV_36433_1950,AX-87605597
ESTNV_36433_1555,AX-87685137
GCR_cBin1687_Ctg1_131,AX-87709564
GCR_cBin11750_Ctg1_70,AX-87733423
ESTNV_28531_364,AX-87146532
ESTV_14035_356,AX-87287290
ESTNV_27538_594,AX-87413912
ESTV_14066_161,AX-87559803
ESTNV_31988_1587,AX-87699148
ESTV_14581_115,AX-87648948
GCR_cBin13788_Ctg1_293,AX-87029304
GCR_cBin23259_Ctg1_339,AX-87197681
ESTNV_34996_973,AX-87786224
ESTV_16903_451,AX-87181196
GCR_cBin13971_Ctg1_211,AX-87516570
ESTV_16654_489,AX-87306200
GCR_cBin42908_Ctg1_216,AX-87093167
ESTNV_33105_1177,AX-86918757
ESTNV_34697_551,AX-87670134
GCR_cBin13621_Ctg1_375,AX-87003349
ESTNV_31978_472,AX-87580615
GCR_cBin23727_Ctg1_154,AX-87172275
GCR_cBin41193_Ctg1_160,AX-87548240
ESTNV_32077_786,AX-87301860
ESTV_17259_222,AX-86911510
ESTNV_36224_1324,AX-87523529
ESTNV_32544_888,AX-87252552
ESTNV_20700_631,AX-87142676
ESTNV_30244_819,AX-87607030
ESTV_16643_373,AX-87236212
GCR_cBin16176_Ctg1_101,AX-87660179
ESTNV_27903_408,AX-87367995
GCR_cBin10533_Ctg1_181,AX-87825038
ESTNV_33511_1710,AX-87452401
ESTNV_36724_118,AX-86924263
GCR_cBin41633_Ctg1_70,AX-87252513
ESTNV_24432_409,AX-87250838
ESTV_16260_757,AX-87028999
GCR_cBin25441_Ctg1_174,AX-87517889
ESTNV_33190_955,AX-87514310
GCR_hBin3199_Ctg1_270,AX-87774867
GCR_cBin42483_Ctg1_157,AX-87065383
ESTNV_22512_259,AX-87844487
GCR_cBin34761_Ctg1_154,AX-87201983
ESTNV_34591_1058,AX-87448474
ESTV_14490_591,AX-87282518
GCR_cBin38853_Ctg1_102,AX-87189797
ESTNV_33746_1547,AX-87167062
GCR_cBin3353_Ctg1_273,AX-86994078
GCR_cBin3128_Ctg1_226,AX-87610967
ESTNV_34866_1489,AX-87597693
GCR_cBin47186_Ctg1_172,AX-87047482
ESTNV_37221_2328,AX-87405351
ESTNV_17157_615,AX-87707917
GCR_cBin26086_Ctg1_472,AX-87767609
GCR_cBin46118_Ctg1_223,AX-87526309
ESTNV_30567_474,AX-87631989
ESTNV_36555_85,AX-87055588
GCR_cBin25656_Ctg1_179,AX-87719037
ESTNV_32016_937,AX-87546121
GCR_cBin553_Ctg1_197,AX-87752585
ESTNV_19416_387,AX-86912464
GCR_hBin28907_Ctg1_180,AX-87229398
ESTV_16317_150,AX-87558069
ESTV_7969_1130,AX-87837214
ESTNV_16632_120,AX-87086431
ESTNV_25537_258,AX-87409174
ESTNV_33608_1627,AX-87245202
ESTNV_27376_346,AX-87774928
GCR_cBin23258_Ctg1_190,AX-86974014
ESTV_16958_78,AX-87016423
MHC_1B_SNP3_73510-73610,AX-87831206
GCR_cBin10568_Ctg1_247,AX-87718798
ESTNV_35724_1629,AX-87263085
GCR_cBin28378_Ctg1_148,AX-87491721
ESTV_16605_658,AX-86915803
ESTNV_27094_533,AX-87440909
ESTV_17539_1123,AX-87203004
GCR_cBin8866_Ctg1_131,AX-87750017
GCR_cBin50289_Ctg1_55,AX-87768424
ESTV_14333_465,AX-87170745
GCR_cBin15022_Ctg1_318,AX-87178217
GCR_cBin19811_Ctg1_166,AX-87042919
ESTNV_23431_381,AX-87558296
ESTNV_34126_647,AX-87210654
ESTNV_35259_1843,AX-87104050
GCR_cBin51785_Ctg1_184,AX-87699044
ESTV_13063_331,AX-87791339
GCR_cBin2599_Ctg1_262,AX-87639112
GCR_cBin5402_Ctg1_116,AX-87417945
ESTNV_29541_288,AX-87032232
GCR_cBin9436_Ctg1_270,AX-87316507
ESTNV_26466_321,AX-87433360
ESTNV_31146_402,AX-87516678
ESTV_15660_357,AX-87460085
ESTNV_12878_379,AX-87826074
ESTNV_22267_123,AX-87456538
GCR_cBin41717_Ctg1_57,AX-87244857
ESTV_21109_1557,AX-87785531
GCR_cBin15244_Ctg1_75,AX-87119766
ESTNV_33627_835,AX-87553549
ESTNV_35166_455,AX-87792213
ESTNV_17668_287,AX-87058714
GCR_hBin52267_Ctg1_83,AX-87585134
ESTNV_33465_1033,AX-86939192
GCR_cBin23617_Ctg1_247,AX-87256500
ESTNV_30100_1196,AX-87282956
ESTNV_33740_799,AX-87657714
GCR_cBin3009_Ctg1_335,AX-87758098
GCR_cBin24195_Ctg1_214,AX-87078951
GCR_cBin1823_Ctg1_728,AX-87709211
GCR_cBin27635_Ctg1_277,AX-87476096
ESTNV_26616_500,AX-87391016
ESTNV_31661_274,AX-86967340
ESTNV_33615_786,AX-87776579
ESTNV_28743_828,AX-87233762
GCR_cBin12639_Ctg1_154,AX-87058836
GCR_cBin3508_Ctg1_304,AX-87220317
ESTNV_28472_524,AX-87636678
GCR_cBin37379_Ctg1_47,AX-87528444
ESTNV_29088_160,AX-87028323
ESTNV_35456_785,AX-87019028
ESTNV_35456_667,AX-87052794
GCR_cBin42637_Ctg1_200,AX-87681685
BASS140_B7_E09_544,AX-87437813
ESTNV_26970_59,AX-87005939
GCR_cBin2218_Ctg1_229,AX-87827580
ESTNV_35283_192,AX-87585186
GCR_cBin12977_Ctg1_112,AX-87614716
GCR_hBin2876_Ctg1_76,AX-87717250
ESTNV_33377_117,AX-86980257
ESTNV_35012_317,AX-87440309
ESTNV_36998_1021,AX-87225123
GCR_cBin11457_Ctg1_100,AX-87350087
ESTNV_32192_1558,AX-87055001
ESTNV_24873_94,AX-87109219
ESTNV_29295_468,AX-87202695
GCR_cBin22764_Ctg1_497,AX-87440308
ESTNV_16524_81,AX-86916820
ESTNV_31008_177,AX-87093512
GCR_cBin32932_Ctg1_86,AX-87165669
ESTV_16219_102,AX-87640551
ESTNV_23383_388,AX-86998686
GCR_cBin705_Ctg1_366,AX-87822370
GCR_cBin705_Ctg1_218,AX-87466257
GCR_cBin705_Ctg1_123,AX-87155123
ESTNV_33612_145,AX-87223023
ESTNV_29703_831,AX-87722555
GCR_cBin5316_Ctg2_193,AX-87617487
GCR_cBin318_Ctg1_352,AX-87546685
GCR_cBin8363_Ctg1_128,AX-87583612
GCR_cBin25731_Ctg1_87,AX-87109783
ESTNV_30787_109,AX-87440722
GCR_cBin45632_Ctg1_117,AX-87049385
GCR_cBin38681_Ctg1_218,AX-87112233
ESTV_17538_85,AX-87205766
ESTNV_34374_1473,AX-86984214
ESTNV_35881_1201,AX-87301443
GCR_cBin40198_Ctg1_47,AX-87102490
ESTV_17107_247,AX-87312252
GCR_cBin11288_Ctg1_169,AX-87374960
GCR_cBin5629_Ctg1_134,AX-87512965
BASS117_B7_F06_677,AX-87259501
ESTNV_31283_1378,AX-86977575
ESTNV_27411_289,AX-86934102
ESTNV_36986_597,AX-87584777
GCR_cBin42440_Ctg1_139,AX-87834667
ESTV_21744_870,AX-87666049
ESTNV_35966_1073,AX-87523263
ESTV_17067_557,AX-87528072
ESTNV_13128_133,AX-87411993
ESTNV_13218_450,AX-87610143
ESTNV_13516_123,AX-86971395
ESTNV_13570_435,AX-87468046
ESTNV_13944_504,AX-87575912
ESTNV_14050_192,AX-87026742
ESTNV_14089_241,AX-87651971
ESTNV_14510_313,AX-87857937
ESTNV_15037_70,AX-87232382
ESTNV_15285_387,AX-87801196
ESTNV_15306_77,AX-87274921
ESTNV_15783_204,AX-86914367
ESTNV_15831_94,AX-87744070
ESTNV_16370_72,AX-87099121
ESTNV_16555_312,AX-87662414
ESTNV_16657_595,AX-87535473
ESTNV_16742_313,AX-87121926
ESTNV_17126_935,AX-87743499
ESTNV_18696_207,AX-86916284
ESTNV_18996_623,AX-87706978
ESTNV_19071_457,AX-87585328
ESTNV_19829_509,AX-87688305
ESTNV_19996_365,AX-87749617
ESTNV_20525_311,AX-87106237
ESTNV_20616_78,AX-87640799
ESTNV_21177_366,AX-87285137
ESTNV_21694_208,AX-87850460
ESTNV_22297_283,AX-87548421
ESTNV_22297_524,AX-86982763
ESTNV_22446_406,AX-86990395
ESTNV_22611_642,AX-87703694
ESTNV_22734_289,AX-87541292
ESTNV_22761_52,AX-87320552
ESTNV_22894_922,AX-87122739
ESTNV_22938_366,AX-87026746
ESTNV_22983_475,AX-86905336
ESTNV_23083_64,AX-87695643
ESTNV_23285_157,AX-87487807
ESTNV_23453_511,AX-87357806
ESTNV_23544_330,AX-86922142
ESTNV_23559_399,AX-87313226
ESTNV_23559_573,AX-87008183
ESTNV_23712_244,AX-87762982
ESTNV_23739_381,AX-87399834
ESTNV_23790_145,AX-87337805
ESTNV_23914_404,AX-87476933
ESTNV_24004_146,AX-87598811
ESTNV_24233_241,AX-87434870
ESTNV_24496_456,AX-87685694
ESTNV_24505_142,AX-86944696
ESTNV_24561_296,AX-87499841
ESTNV_24797_128,AX-87831487
ESTNV_24907_628,AX-87413037
ESTNV_24924_468,AX-87388599
ESTNV_25207_614,AX-87202726
ESTNV_25641_253,AX-87063832
ESTNV_25685_546,AX-87509938
ESTNV_25950_262,AX-87320253
ESTNV_26510_633,AX-86964964
ESTNV_26633_350,AX-87278323
ESTNV_26650_383,AX-87510608
ESTNV_26751_77,AX-87351804
ESTNV_26771_357,AX-87743525
ESTNV_26787_1038,AX-86929496
ESTNV_26964_592,AX-87493181
ESTNV_27042_601,AX-87708096
ESTNV_27109_438,AX-87033544
ESTNV_27280_539,AX-87045343
ESTNV_27342_254,AX-87779815
ESTNV_27571_558,AX-87165487
ESTNV_27616_150,AX-87031965
ESTNV_27723_1409,AX-87104124
ESTNV_27933_1148,AX-87220314
ESTNV_28097_293,AX-87637223
ESTNV_28113_319,AX-87618023
ESTNV_28147_868,AX-87532157
ESTNV_28214_231,AX-87639372
ESTNV_28225_885,AX-87458610
ESTNV_28475_104,AX-87194852
ESTNV_28503_327,AX-87375450
ESTNV_28503_575,AX-87162298
ESTNV_28577_526,AX-87189262
ESTNV_28637_346,AX-87049104
ESTNV_28718_598,AX-87412664
ESTNV_28793_1230,AX-87428111
ESTNV_28987_832,AX-87564861
ESTNV_29038_680,AX-87639072
ESTNV_29052_323,AX-87593026
ESTNV_29114_977,AX-87775227
ESTNV_29156_850,AX-86967586
ESTNV_29170_170,AX-87783021
ESTNV_29170_488,AX-87174338
ESTNV_29202_277,AX-87489427
ESTNV_29228_811,AX-87501857
ESTNV_29234_195,AX-87030831
ESTNV_29345_441,AX-87398532
ESTNV_29394_510,AX-87132457
ESTNV_29406_497,AX-87382377
ESTNV_29412_354,AX-86965736
ESTNV_29500_554,AX-87788500
ESTNV_29541_872,AX-87403669
ESTNV_29572_661,AX-87464214
ESTNV_29669_1247,AX-87409970
ESTNV_29749_507,AX-87649230
ESTNV_29766_750,AX-87261654
ESTNV_29828_495,AX-87424612
ESTNV_29851_266,AX-87378789
ESTNV_29854_323,AX-87844909
ESTNV_29897_904,AX-87769033
ESTNV_30013_731,AX-87606222
ESTNV_30063_178,AX-87786501
ESTNV_30166_762,AX-87216684
ESTNV_30258_90,AX-87823555
ESTNV_30380_403,AX-87498245
ESTNV_30411_506,AX-87635990
ESTNV_30452_1210,AX-87856696
ESTNV_30491_362,AX-87048611
ESTNV_30548_1381,AX-87574781
ESTNV_30649_166,AX-87696138
ESTNV_30704_116,AX-87385520
ESTNV_30757_471,AX-87036536
ESTNV_30801_647,AX-87081921
ESTNV_30808_1023,AX-87309639
ESTNV_30992_1251,AX-87246729
ESTNV_31055_861,AX-86933600
ESTNV_31072_1221,AX-87645356
ESTNV_31139_1014,AX-86940084
ESTNV_31140_226,AX-87835738
ESTNV_31163_234,AX-87844023
ESTNV_31164_1708,AX-87110366
ESTNV_31166_154,AX-87342742
ESTNV_31184_704,AX-87624832
ESTNV_31226_482,AX-87018931
ESTNV_31240_1536,AX-86918573
ESTNV_31278_125,AX-87371680
ESTNV_31315_242,AX-87601973
ESTNV_31344_694,AX-87115723
ESTNV_31356_1107,AX-87280255
ESTNV_31404_229,AX-87789916
ESTNV_31421_450,AX-87292126
ESTNV_31427_1001,AX-87622448
ESTNV_31531_916,AX-87413060
ESTNV_31618_301,AX-87287086
ESTNV_31659_537,AX-87532607
ESTNV_31687_131,AX-87691850
ESTNV_31852_868,AX-87285939
ESTNV_31863_1602,AX-87023011
ESTNV_31896_408,AX-87083896
ESTNV_31916_578,AX-87142832
ESTNV_32037_954,AX-87284344
ESTNV_32112_526,AX-87746975
ESTNV_32130_141,AX-87811294
ESTNV_32185_1777,AX-87330941
ESTNV_32213_381,AX-87002347
ESTNV_32214_542,AX-87752313
ESTNV_32228_633,AX-87571422
ESTNV_32264_443,AX-86926826
ESTNV_32286_130,AX-87313095
ESTNV_32366_632,AX-87130710
ESTNV_32419_1390,AX-87272596
ESTNV_32487_324,AX-87506013
ESTNV_32516_218,AX-86941009
ESTNV_32533_974,AX-86983820
ESTNV_32672_1194,AX-87855606
ESTNV_32685_763,AX-87111849
ESTNV_32714_234,AX-86920635
ESTNV_32717_1091,AX-87340889
ESTNV_32722_405,AX-87782628
ESTNV_32731_625,AX-87595594
ESTNV_32778_323,AX-87507531
ESTNV_32783_155,AX-87238157
ESTNV_32819_325,AX-87777244
ESTNV_32887_694,AX-86924272
ESTNV_32900_1348,AX-87016738
ESTNV_32907_1778,AX-87045949
ESTNV_32947_518,AX-87499986
ESTNV_33031_945,AX-86970986
ESTNV_33104_330,AX-86968657
ESTNV_33156_1501,AX-87540472
ESTNV_33205_897,AX-87792467
ESTNV_33217_90,AX-87690861
ESTNV_33223_220,AX-87372241
ESTNV_33243_1092,AX-87655202
ESTNV_33263_74,AX-87344379
ESTNV_33266_651,AX-87048314
ESTNV_33268_936,AX-87495925
ESTNV_33295_846,AX-87593322
ESTNV_33383_550,AX-87755362
ESTNV_33451_1454,AX-87427309
ESTNV_33458_1372,AX-87687700
ESTNV_33492_1355,AX-87658186
ESTNV_33541_2369,AX-87375458
ESTNV_33546_190,AX-87860098
ESTNV_33585_602,AX-87642162
ESTNV_33604_584,AX-87178539
ESTNV_33606_722,AX-87581242
ESTNV_33672_521,AX-87094477
ESTNV_33721_557,AX-87022593
ESTNV_33812_148,AX-87646889
ESTNV_33867_553,AX-87260926
ESTNV_33883_1566,AX-87721779
ESTNV_33950_603,AX-86954981
ESTNV_33966_1209,AX-87270379
ESTNV_33966_574,AX-87187651
ESTNV_33988_1757,AX-87299598
ESTNV_34029_599,AX-86923911
ESTNV_34072_2131,AX-86979683
ESTNV_34094_1642,AX-87522087
ESTNV_34158_505,AX-87397530
ESTNV_34171_1369,AX-87167007
ESTNV_34235_752,AX-87136606
ESTNV_34257_418,AX-87106453
ESTNV_34361_1143,AX-87711088
ESTNV_34445_1536,AX-86966376
ESTNV_34464_1404,AX-87217048
ESTNV_34473_679,AX-87354511
ESTNV_34486_1226,AX-87049730
ESTNV_34520_477,AX-87435134
ESTNV_34543_968,AX-87590022
ESTNV_34569_1252,AX-87770731
ESTNV_34575_1979,AX-87812278
ESTNV_34634_112,AX-87590752
ESTNV_34663_147,AX-87704100
ESTNV_34684_693,AX-87600960
ESTNV_34707_706,AX-87310488
ESTNV_34716_1070,AX-87762529
ESTNV_34724_1228,AX-87622394
ESTNV_34763_2153,AX-87169172
ESTNV_34797_980,AX-87021002
ESTNV_34809_210,AX-87440588
ESTNV_34815_1118,AX-87111936
ESTNV_34822_661,AX-87147225
ESTNV_34832_753,AX-87018432
ESTNV_34928_1678,AX-87793166
ESTNV_34955_1215,AX-87678508
ESTNV_35004_279,AX-87280794
ESTNV_35041_1348,AX-87378324
ESTNV_35044_125,AX-87073897
ESTNV_35055_940,AX-86912795
ESTNV_35058_1427,AX-87513364
ESTNV_35071_967,AX-87479114
ESTNV_35073_548,AX-87606826
ESTNV_35075_1491,AX-87065656
ESTNV_35075_2399,AX-87357465
ESTNV_35077_1676,AX-87655327
ESTNV_35094_1383,AX-86998173
ESTNV_35097_957,AX-87051885
ESTNV_35182_980,AX-87369429
ESTNV_35196_598,AX-87359509
ESTNV_35203_1554,AX-87477026
ESTNV_35210_64,AX-87448035
ESTNV_35257_1292,AX-87322590
ESTNV_35259_155,AX-87569259
ESTNV_35340_416,AX-87021180
ESTNV_35408_642,AX-87852725
ESTNV_35473_1871,AX-87640686
ESTNV_35543_617,AX-86985559
ESTNV_35660_146,AX-87141219
ESTNV_35673_1875,AX-87033386
ESTNV_35695_731,AX-87373838
ESTNV_35772_794,AX-87103089
ESTNV_35810_833,AX-87852471
ESTNV_35826_1175,AX-87574581
ESTNV_35846_861,AX-87721370
ESTNV_35942_190,AX-86906446
ESTNV_35943_786,AX-87292449
ESTNV_35945_1239,AX-87127234
ESTNV_35966_643,AX-87155677
ESTNV_35992_1081,AX-87721072
ESTNV_36003_1360,AX-87436556
ESTNV_36087_1185,AX-87809682
ESTNV_36095_1044,AX-87558450
ESTNV_36110_278,AX-87704824
ESTNV_36122_1316,AX-87388489
ESTNV_36146_287,AX-87486806
ESTNV_36163_936,AX-87536913
ESTNV_36166_316,AX-87345462
ESTNV_36194_247,AX-87225317
ESTNV_36225_1474,AX-86993128
ESTNV_36246_70,AX-87071669
ESTNV_36249_105,AX-86950089
ESTNV_36253_512,AX-87778842
ESTNV_36268_885,AX-87127094
ESTNV_36281_1632,AX-86986211
ESTNV_36348_720,AX-87017797
ESTNV_36359_1208,AX-87166151
ESTNV_36359_2896,AX-86922299
ESTNV_36371_1356,AX-87667549
ESTNV_36462_1509,AX-87612762
ESTNV_36497_76,AX-87378433
ESTNV_36502_836,AX-86957373
ESTNV_36510_599,AX-86954643
ESTNV_36516_128,AX-87018055
ESTNV_36535_1575,AX-87130037
ESTNV_36618_208,AX-87680501
ESTNV_36644_1203,AX-86993272
ESTNV_36651_1364,AX-87065513
ESTNV_36671_446,AX-87810956
ESTNV_36677_1536,AX-87464447
ESTNV_36697_1478,AX-87675881
ESTNV_36744_1266,AX-87006591
ESTNV_36815_1051,AX-86978640
ESTNV_36830_1365,AX-87567125
ESTNV_36853_78,AX-87105383
ESTNV_36871_453,AX-86948335
ESTNV_36929_1730,AX-87658551
ESTNV_36989_339,AX-87159661
ESTNV_37000_62,AX-87807767
ESTNV_37023_271,AX-87108406
ESTNV_37093_508,AX-87680504
ESTNV_37186_1092,AX-87373181
ESTNV_37209_1357,AX-87628659
ESTNV_37371_921,AX-86989579
ESTNV_37407_341,AX-87669322
ESTNV_37477_1100,AX-87309429
ESTNV_37479_321,AX-87447673
ESTNV_37528_690,AX-86942616
ESTNV_37543_73,AX-86978520
ESTNV_37577_1642,AX-87176594
ESTNV_37577_787,AX-87406997
ESTNV_37675_1953,AX-87724376
ESTNV_37684_323,AX-87204030
ESTNV_37738_59,AX-87303572
ESTV_10747_366,AX-87601517
ESTV_12035_440,AX-87071959
ESTV_12100_413,AX-87305088
ESTV_12158_428,AX-87360474
ESTV_12221_170,AX-87506737
ESTV_12302_431,AX-87536415
ESTV_12417_208,AX-86917571
ESTV_13344_491,AX-87177079
ESTV_13359_249,AX-87485161
ESTV_13371_209,AX-86926979
ESTV_13373_385,AX-86956456
ESTV_13451_599,AX-87789397
ESTV_13644_410,AX-87023991
ESTV_13699_319,AX-87745224
ESTV_14031_166,AX-87090737
ESTV_14130_560,AX-87465840
ESTV_14130_622,AX-87576655
ESTV_14161_559,AX-87370852
ESTV_14174_74,AX-87765785
ESTV_14349_383,AX-87560193
ESTV_14384_381,AX-87466390
ESTV_14463_297,AX-87859491
ESTV_14519_237,AX-86980749
ESTV_14579_490,AX-87757670
ESTV_14722_480,AX-87710013
ESTV_14825_661,AX-87426813
ESTV_14825_93,AX-87701688
ESTV_14835_237,AX-87652158
ESTV_14962_456,AX-87822114
ESTV_15004_676,AX-87042123
ESTV_15078_479,AX-87452600
ESTV_15080_392,AX-87591222
ESTV_15187_371,AX-87183229
ESTV_15190_872,AX-87675539
ESTV_15230_258,AX-87663424
ESTV_15513_604,AX-87446912
ESTV_15671_338,AX-87241864
ESTV_15722_638,AX-87839553
ESTV_15748_628,AX-87256459
ESTV_15798_583,AX-87640524
ESTV_16209_1226,AX-87025131
ESTV_16225_551,AX-87587397
ESTV_16262_1716,AX-87639901
ESTV_16265_112,AX-87381876
ESTV_16287_822,AX-87642289
ESTV_16308_425,AX-86995707
ESTV_16378_529,AX-87788143
ESTV_16416_594,AX-87735452
ESTV_16460_256,AX-87238611
ESTV_16466_1044,AX-87146096
ESTV_16551_442,AX-87479895
ESTV_16596_392,AX-87144989
ESTV_16688_128,AX-87303048
ESTV_16688_280,AX-87088604
ESTV_16743_404,AX-87812286
ESTV_16747_527,AX-87657931
ESTV_16763_445,AX-87216323
ESTV_16809_973,AX-87333341
ESTV_16811_56,AX-86931083
ESTV_16847_1193,AX-87700958
ESTV_16856_321,AX-87838124
ESTV_16890_1072,AX-87186669
ESTV_16926_1498,AX-87225301
ESTV_16926_669,AX-87749568
ESTV_16965_617,AX-86939505
ESTV_17015_1763,AX-86933405
ESTV_17023_261,AX-87471933
ESTV_17076_540,AX-87184858
ESTV_17180_525,AX-87501784
ESTV_17187_224,AX-87805110
ESTV_17202_480,AX-87864563
ESTV_17221_1583,AX-87741330
ESTV_17454_240,AX-87713642
ESTV_17470_529,AX-87018548
ESTV_17580_1116,AX-87602489
ESTV_17605_239,AX-87501885
ESTV_17665_396,AX-86990496
ESTV_17694_278,AX-87700011
ESTV_18493_1052,AX-87008001
ESTV_18522_266,AX-87307903
ESTV_18561_884,AX-87148176
ESTV_18633_368,AX-87511187
ESTV_18911_663,AX-86953203
ESTV_19313_319,AX-86925742
ESTV_19617_526,AX-87485440
ESTV_19947_986,AX-87412433
ESTV_19948_156,AX-87810321
ESTV_19994_671,AX-87161434
ESTV_20256_375,AX-87007964
ESTV_20297_947,AX-87198943
ESTV_20470_501,AX-87774901
ESTV_20512_416,AX-87572644
ESTV_20606_419,AX-87056865
ESTV_20910_520,AX-86926783
ESTV_20925_1105,AX-87580408
ESTV_21085_409,AX-87781505
ESTV_21093_430,AX-87602861
ESTV_21147_1072,AX-87871757
ESTV_21218_670,AX-87090259
ESTV_21226_650,AX-87720416
ESTV_21425_378,AX-87359748
ESTV_21501_827,AX-87612994
ESTV_21570_853,AX-87461229
ESTV_21602_820,AX-87474714
ESTV_21649_656,AX-87210504
ESTV_21735_605,AX-87127386
ESTV_21801_199,AX-87033555
ESTV_21804_187,AX-87459046
ESTV_21849_1648,AX-87328080
ESTV_21860_476,AX-87602067
ESTV_21892_327,AX-87192772
ESTV_21906_1095,AX-87097452
ESTV_21943_931,AX-87300052
ESTV_21953_675,AX-86953053
GCR_cBin10020_Ctg1_124,AX-87022176
GCR_cBin10060_Ctg1_168,AX-87555311
GCR_cBin10089_Ctg1_71,AX-87741015
GCR_cBin1040_Ctg1_440,AX-86904168
GCR_cBin10566_Ctg1_68,AX-87061332
GCR_cBin1058_Ctg1_236,AX-87363191
GCR_cBin10623_Ctg1_106,AX-87036587
GCR_cBin10624_Ctg1_206,AX-86958318
GCR_cBin10719_Ctg1_159,AX-87195226
GCR_cBin10758_Ctg1_444,AX-87131075
GCR_cBin10777_Ctg1_196,AX-87094531
GCR_cBin1088_Ctg1_120,AX-87557768
GCR_cBin11008_Ctg1_366,AX-87399078
GCR_cBin11008_Ctg1_412,AX-87765080
GCR_cBin11088_Ctg1_474,AX-87141899
GCR_cBin11134_Ctg1_43,AX-87328709
GCR_cBin11187_Ctg1_62,AX-87346651
GCR_cBin11191_Ctg1_173,AX-86943146
GCR_cBin11254_Ctg1_609,AX-87254913
GCR_cBin11265_Ctg1_266,AX-87090010
GCR_cBin11286_Ctg1_158,AX-87531152
GCR_cBin1129_Ctg1_459,AX-87727859
GCR_cBin11397_Ctg1_74,AX-87200697
GCR_cBin11445_Ctg1_125,AX-87337526
GCR_cBin11481_Ctg1_35,AX-87294388
GCR_cBin11486_Ctg1_236,AX-87259263
GCR_cBin11504_Ctg1_67,AX-87453570
GCR_cBin11519_Ctg1_189,AX-87709340
GCR_cBin11610_Ctg1_200,AX-87379258
GCR_cBin11915_Ctg1_101,AX-87038155
GCR_cBin1198_Ctg1_457,AX-87452951
GCR_cBin12244_Ctg1_232,AX-87703113
GCR_cBin12421_Ctg1_46,AX-87763142
GCR_cBin12431_Ctg1_38,AX-87180974
GCR_cBin12450_Ctg1_432,AX-87423701
GCR_cBin12457_Ctg1_290,AX-87526587
GCR_cBin12500_Ctg1_64,AX-87223773
GCR_cBin12541_Ctg1_269,AX-87196576
GCR_cBin12647_Ctg1_80,AX-87804344
GCR_cBin1265_Ctg1_271,AX-87213716
GCR_cBin12706_Ctg1_68,AX-87518986
GCR_cBin12730_Ctg1_258,AX-87568146
GCR_cBin12749_Ctg1_233,AX-87210869
GCR_cBin12822_Ctg1_113,AX-87542141
GCR_cBin12831_Ctg1_296,AX-87665354
GCR_cBin12902_Ctg1_491,AX-87181921
GCR_cBin131_Ctg1_456,AX-87156295
GCR_cBin13148_Ctg1_443,AX-87757862
